Domain:5,Kingdom:13,Phylum:229,Class:463,Order:974,Family:1975,Genus:4980,Species:17585,Total_reads,Percent,Prevalence,Gene_Count
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_ellisii,10,4.62E-08,0.235294118,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp.,192,8.87E-07,0.705882353,11
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._ARW1-2F2,20,9.24E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._CECT_8985,8,3.70E-08,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._CECT_8986,28,1.29E-07,0.352941176,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._CECT_9188,16,7.39E-08,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._F155,16,7.39E-08,0.294117647,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._FW59,78,3.60E-07,0.352941176,3
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._FWKO_B,180,8.31E-07,0.705882353,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_sp._L,54,2.49E-07,0.588235294,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_suis,18,8.31E-08,0.235294118,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_vandammei,28,1.29E-07,0.529411765,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_venerupis,12,5.54E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Halarcobacter,s__Halarcobacter_anaerophilus,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Halarcobacter,s__Halarcobacter_bivalviorum,48,2.22E-07,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Halarcobacter,s__Halarcobacter_ebronensis,8,3.70E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Halarcobacter,s__[Halarcobacter]_arenosus,16,7.39E-08,0.411764706,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Malaciobacter,s__Malaciobacter_canalis,4,1.85E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Poseidonibacter,s__Poseidonibacter_antarcticus,58,2.68E-07,0.294117647,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Poseidonibacter,s__Poseidonibacter_parvus,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Poseidonibacter,s__Poseidonibacter_sp._SJOD-M-33,88,4.06E-07,0.588235294,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__unclassified_f__Arcobacteraceae,s__Arcobacteraceae_bacterium,84,3.88E-07,0.588235294,6
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_anatolicus,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_armoricus,4,1.85E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_aviculae,10,4.62E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_avium,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_blaseri,54,2.49E-07,0.588235294,5
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_canadensis,22,1.02E-07,0.294117647,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_coli,976,0.00%,1,55
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_concisus,548,0.00%,1,44
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_corcagiensis,54,2.49E-07,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_curvus,86,3.97E-07,0.470588235,4
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_fetus,402,0.00%,0.941176471,35
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_geochelonis,42,1.94E-07,0.529411765,3
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_gracilis,142,6.56E-07,0.764705882,12
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_helveticus,48,2.22E-07,0.529411765,4
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_hepaticus,12,5.54E-08,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_hominis,132,6.10E-07,0.882352941,7
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_hyointestinalis,248,0.00%,0.882352941,20
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_iguaniorum,36,1.66E-07,0.411764706,3
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_insulaenigrae,48,2.22E-07,0.294117647,4
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_jejuni,1318,0.00%,1,56
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_lanienae,220,0.00%,0.764705882,17
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_lari,114,5.27E-07,0.647058824,8
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_mucosalis,36,1.66E-07,0.235294118,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_novaezeelandiae,36,1.66E-07,0.352941176,4
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_pinnipediorum,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_portucalensis,198,9.15E-07,0.823529412,9
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_rectus,110,5.08E-07,0.529411765,5
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_showae,244,0.00%,0.823529412,11
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp.,52374,0.02%,1,3647
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._19-13652,96,4.43E-07,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._2018MI34,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._CCUG_57310,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._CH185,18,8.31E-08,0.294117647,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._LMG_7974,6,2.77E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._LMG_8286,4,1.85E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._MIT_19-121,10,4.62E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._MIT_97-5078,14,6.47E-08,0.235294118,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._MIT_99-7217,16,7.39E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0021,8,3.70E-08,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0023,12,5.54E-08,0.235294118,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0087,12,5.54E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0088,10,4.62E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0109,50,2.31E-07,0.294117647,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0111,68,3.14E-07,0.470588235,5
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0132,12,5.54E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0134,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0135,6,2.77E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0136,22,1.02E-07,0.176470588,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0139,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0187,6,2.77E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0222,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P0227,6,2.77E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P031,2254,0.00%,0.882352941,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P091,24,1.11E-07,0.294117647,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P146,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P148,18,8.31E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P159,4,1.85E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P160,10,4.62E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._P162,28,1.29E-07,0.294117647,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM11259,26,1.20E-07,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM12327,4,1.85E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM16188,32,1.48E-07,0.294117647,5
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM16190,8,3.70E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM16704,14,6.47E-08,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM5004,22,1.02E-07,0.117647059,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM6137,8,3.70E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM6914,22,1.02E-07,0.235294118,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM8835,8,3.70E-08,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._RM8966,14,6.47E-08,0.294117647,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._S0112,14,6.47E-08,0.176470588,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._TTU_617,4,1.85E-08,0.117647059,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._US33a,2,9.24E-09,0.058823529,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sputorum,998,0.00%,1,6
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_taeniopygiae,24,1.11E-07,0.411764706,1
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_troglodytis,30,1.39E-07,0.411764706,2
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_upsaliensis,106,4.90E-07,0.588235294,7
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_ureolyticus,116,5.36E-07,0.647058824,8
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_volucris,160,7.39E-07,0.764705882,4
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_vulpis,38,1.76E-07,0.529411765,3
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Candidatus_Campylobacter_infans,40,1.85E-07,0.352941176,4
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__unclassified_g__Campylobacter,396,0.00%,0.941176471,13
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__unclassified_f__Campylobacteraceae,s__Campylobacteraceae_bacterium,18,8.31E-08,0.176470588,3
d__Bacteria,k__unclassified_d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_anatolicus,56,2.59E-07,0.588235294,2
